Country,IP Address,Timestamp,URL,Browser Type,Referral URL
Malaysia,203.0.113.12,15:33:31,/judo.html,Microsoft Edge,Twitter
Colombia,203.0.113.5,01:56:16,/rowing.html,Safari,Facebook
Denmark,203.0.113.6,15:58:07,/index.html,Safari,Twitter
Nepal,203.0.113.13,04:41:12,/equestrian.html,Mozilla Firefox,Facebook
Iran,203.0.113.9,18:42:39,/Triathalon.html,Google Chrome,Facebook
South Africa,192.0.2.17,03:43:33,/shooting.html,Safari,Facebook
Czech Republic,198.51.100.6,16:06:08,/football.html,Google Chrome,Facebook
China,198.51.100.5,10:31:27,/diving.html,Mozilla Firefox,Facebook
India,192.0.2.8,07:48:55,/judo.html,Safari,Facebook
France,203.0.113.7,12:55:28,/weightlifting.html,Safari,Twitter
Australia,192.0.2.2,03:20:07,/judo.html,Microsoft Edge,Twitter
Argentina,203.0.113.2,23:25:30,/equestrian.html,Internet Explorer,Twitter
Nigeria,203.0.113.14,12:50:31,/karate.html,Google Chrome,Facebook
Hungary,203.0.113.8,21:02:26,/searchsports.php,Microsoft Edge,Facebook
Saudi Arabia,198.51.100.17,17:24:40,/index.html,Google Chrome,Facebook
Nepal,203.0.113.13,15:27:31,/sailing.html,Mozilla Firefox,Facebook
Morocco,198.51.100.13,06:38:42,/football.html,Safari,Facebook
Belgium,192.0.2.3,10:46:28,/searchsports.php,Safari,Twitter
Afghanistan,198.51.100.1,15:25:03,/karate.html,Internet Explorer,Twitter
Colombia,203.0.113.5,02:23:28,/trackandfield.html,Internet Explorer,LinkedIn
Afghanistan,198.51.100.1,12:06:10,/weightlifting.html,Opera,Facebook
Nepal,203.0.113.13,22:29:09,/sailing.html,Internet Explorer,Twitter
Italy,192.0.2.10,01:39:40,/Triathalon.html,Safari,Facebook
Russia,192.0.2.16,04:45:05,/images/games.jpg,Safari,LinkedIn
Ireland,198.51.100.10,20:07:04,/volleyball.html,Opera,Google Search
Egypt,192.0.2.6,03:45:06,/tennis.html,Microsoft Edge,Twitter
Italy,192.0.2.10,18:59:15,/olympics.html,Mozilla Firefox,Facebook
Canada,203.0.113.4,10:41:40,/swimming.html,Safari,LinkedIn
Nigeria,203.0.113.14,04:09:38,/swimming.html,Mozilla Firefox,LinkedIn
Norway,192.0.2.14,08:58:31,/Triathalon.html,Opera,Google Search
Colombia,203.0.113.5,19:55:18,/tennis.html,Microsoft Edge,Google Search
Italy,192.0.2.10,14:53:04,/archery.html,Microsoft Edge,Twitter
Poland,192.0.2.15,00:07:19,/karate.html,Internet Explorer,LinkedIn
Philippines,203.0.113.15,14:34:49,/archery.html,Opera,Facebook
India,192.0.2.8,23:32:37,/handball.html,Mozilla Firefox,Facebook
Hungary,203.0.113.8,12:50:21,/trackandfield.html,Opera,Google Search
Austria,198.51.100.3,16:28:24,/gymnastics.html,Google Chrome,Twitter
Finland,198.51.100.7,07:41:39,/basketball.html,Safari,Facebook
Egypt,192.0.2.6,14:15:37,/football.html,Microsoft Edge,Facebook
Israel,203.0.113.10,05:24:05,/basketball.html,Internet Explorer,Facebook
Portugal,198.51.100.16,04:15:22,/shooting.html,Microsoft Edge,LinkedIn
Singapore,203.0.113.17,09:09:40,/basketball.html,Safari,Facebook
Brazil,198.51.100.4,22:15:31,/shooting.html,Microsoft Edge,Facebook
Hungary,203.0.113.8,11:45:38,/shooting.html,Safari,Facebook
Iran,203.0.113.9,20:23:28,/rowing.html,Opera,Twitter
Lebanon,198.51.100.12,17:48:07,/boxing.html,Microsoft Edge,Twitter
Iraq,192.0.2.9,03:52:55,/shooting.html,Internet Explorer,Facebook
Chile,192.0.2.4,02:16:02,/index.html,Opera,LinkedIn
Hungary,203.0.113.8,22:22:39,/karate.html,Opera,Twitter
Brazil,198.51.100.4,05:33:53,/olympics.html,Microsoft Edge,Facebook
Nigeria,203.0.113.14,00:12:45,/weightlifting.html,Safari,Facebook
Norway,192.0.2.14,23:15:14,/swimming.html,Internet Explorer,Facebook
Pakistan,198.51.100.15,22:10:00,/index.html,Opera,Twitter
Iran,203.0.113.9,19:48:27,/equestrian.html,Mozilla Firefox,Facebook
Philippines,203.0.113.15,22:24:26,/rowing.html,Opera,Facebook
Norway,192.0.2.14,10:09:04,/searchsports.php,Safari,Facebook
South Korea,192.0.2.11,23:49:49,/tabletennis.html,Internet Explorer,Twitter
Finland,198.51.100.7,04:05:50,/karate.html,Microsoft Edge,Facebook
France,203.0.113.7,15:07:54,/football.html,Safari,Facebook
Brazil,198.51.100.4,06:58:35,/Triathalon.html,Google Chrome,Twitter
Nigeria,203.0.113.14,06:52:51,/olympics.html,Microsoft Edge,LinkedIn
Lebanon,198.51.100.12,19:33:06,/tennis.html,Safari,Facebook
Romania,203.0.113.16,21:04:15,/football.html,Google Chrome,LinkedIn
Netherlands,192.0.2.13,15:49:48,/images/games.jpg,Microsoft Edge,Facebook
Afghanistan,198.51.100.1,05:36:28,/tabletennis.html,Mozilla Firefox,Facebook
Morocco,198.51.100.13,03:22:55,/Triathalon.html,Microsoft Edge,Twitter
Iran,203.0.113.9,01:50:30,/searchsports.php,Internet Explorer,Facebook
Nigeria,203.0.113.14,19:15:08,/searchsports.php,Internet Explorer,LinkedIn
Greece,198.51.100.8,17:47:51,/searchsports.php,Opera,Twitter
Czech Republic,198.51.100.6,14:53:00,/swimming.html,Safari,LinkedIn
Pakistan,198.51.100.15,10:36:06,/searchsports.php,Opera,Facebook
Portugal,198.51.100.16,14:01:26,/boxing.html,Mozilla Firefox,Facebook
Argentina,203.0.113.2,15:16:19,/tennis.html,Microsoft Edge,LinkedIn
Italy,192.0.2.10,23:19:27,/index.html,Opera,LinkedIn
Norway,192.0.2.14,08:03:46,/karate.html,Mozilla Firefox,Facebook
Egypt,192.0.2.6,11:31:18,/judo.html,Microsoft Edge,Twitter
South Korea,192.0.2.11,23:09:00,/index.html,Google Chrome,LinkedIn
Portugal,198.51.100.16,02:55:39,/searchsports.php,Google Chrome,Facebook
Portugal,198.51.100.16,07:27:14,/boxing.html,Opera,Google Search
Angola,198.51.100.2,21:26:58,/index.html,Opera,Facebook
Afghanistan,198.51.100.1,04:43:18,/index.html,Google Chrome,Facebook
Portugal,198.51.100.16,04:15:33,/weightlifting.html,Microsoft Edge,Facebook
Hungary,203.0.113.8,16:32:52,/tennis.html,Internet Explorer,Facebook
Malaysia,203.0.113.12,17:25:37,/trackandfield.html,Opera,Twitter
Russia,192.0.2.16,11:22:54,/olympics.html,Google Chrome,Twitter
South Korea,192.0.2.11,11:56:58,/index.html,Safari,Twitter
Morocco,198.51.100.13,12:22:12,/handball.html,Microsoft Edge,Facebook
South Africa,192.0.2.17,14:58:52,/swimming.html,Internet Explorer,Twitter
Iraq,192.0.2.9,19:13:11,/sailing.html,Internet Explorer,Facebook
France,203.0.113.7,17:25:59,/fencing.html,Internet Explorer,Twitter
Denmark,203.0.113.6,03:35:17,/rowing.html,Safari,Facebook
Malaysia,203.0.113.12,11:50:40,/images/games.jpg,Microsoft Edge,Facebook
South Africa,192.0.2.17,18:15:55,/index.html,Microsoft Edge,Facebook
China,198.51.100.5,08:02:13,/Triathalon.html,Safari,Twitter
Japan,198.51.100.11,06:05:29,/weightlifting.html,Opera,Facebook
Germany,192.0.2.7,22:58:13,/shooting.html,Microsoft Edge,Facebook
Portugal,198.51.100.16,00:03:56,/fencing.html,Mozilla Firefox,Facebook
Russia,192.0.2.16,17:43:49,/fencing.html,Google Chrome,Facebook
Malaysia,203.0.113.12,22:10:22,/olympics.html,Microsoft Edge,Facebook
Portugal,198.51.100.16,17:58:58,/shooting.html,Microsoft Edge,Twitter
Saudi Arabia,198.51.100.17,06:04:32,/volleyball.html,Opera,Twitter
Saudi Arabia,198.51.100.17,22:04:40,/shooting.html,Internet Explorer,Google Search
Czech Republic,198.51.100.6,08:53:03,/gymnastics.html,Safari,Facebook
France,203.0.113.7,00:51:15,/gymnastics.html,Opera,LinkedIn
Philippines,203.0.113.15,14:11:51,/gymnastics.html,Microsoft Edge,Facebook
Germany,192.0.2.7,20:20:32,/images/games.jpg,Safari,Facebook
Germany,192.0.2.7,09:01:21,/Triathalon.html,Microsoft Edge,Twitter
Russia,192.0.2.16,04:20:34,/swimming.html,Opera,Twitter
Denmark,203.0.113.6,15:12:22,/judo.html,Google Chrome,Twitter
Mexico,192.0.2.12,20:13:32,/basketball.html,Google Chrome,Facebook
Nigeria,203.0.113.14,16:23:18,/index.html,Safari,LinkedIn
Brazil,198.51.100.4,09:46:37,/boxing.html,Google Chrome,LinkedIn
Finland,198.51.100.7,18:03:37,/olympics.html,Opera,Twitter
Albania,203.0.113.1,18:33:42,/images/games.jpg,Google Chrome,LinkedIn
Albania,203.0.113.1,12:53:15,/fencing.html,Internet Explorer,Facebook
Albania,203.0.113.1,05:46:18,/swimming.html,Google Chrome,Google Search
Denmark,203.0.113.6,03:46:52,/archery.html,Mozilla Firefox,Facebook
Malaysia,203.0.113.12,19:59:38,/trackandfield.html,Internet Explorer,Twitter
Iraq,192.0.2.9,20:58:19,/sailing.html,Google Chrome,Twitter
Romania,203.0.113.16,20:24:32,/swimming.html,Microsoft Edge,Twitter
Saudi Arabia,198.51.100.17,11:36:50,/tennis.html,Google Chrome,Facebook
Australia,192.0.2.2,04:53:44,/handball.html,Safari,Twitter
Germany,192.0.2.7,09:42:02,/boxing.html,Safari,Twitter
Russia,192.0.2.16,15:23:53,/swimming.html,Mozilla Firefox,Twitter
Iraq,192.0.2.9,06:39:36,/index.html,Internet Explorer,Facebook
Japan,198.51.100.11,03:39:28,/swimming.html,Microsoft Edge,Facebook
Italy,192.0.2.10,20:10:10,/handball.html,Mozilla Firefox,Twitter
Singapore,203.0.113.17,22:10:39,/sailing.html,Internet Explorer,Facebook
South Africa,192.0.2.17,20:38:06,/index.html,Safari,Twitter
Indonesia,198.51.100.9,00:11:16,/olympics.html,Google Chrome,Twitter
Israel,203.0.113.10,19:40:11,/fencing.html,Mozilla Firefox,Facebook
Austria,198.51.100.3,15:19:48,/football.html,Opera,Facebook
India,192.0.2.8,17:04:41,/handball.html,Safari,Twitter
Angola,198.51.100.2,21:18:48,/archery.html,Safari,Twitter
Morocco,198.51.100.13,07:40:00,/weightlifting.html,Safari,Twitter
Germany,192.0.2.7,10:55:04,/diving.html,Opera,Facebook
Afghanistan,198.51.100.1,19:02:09,/olympics.html,Google Chrome,Twitter
Poland,192.0.2.15,23:06:58,/judo.html,Google Chrome,Facebook
France,203.0.113.7,05:05:55,/basketball.html,Google Chrome,Facebook
Lebanon,198.51.100.12,02:56:23,/tabletennis.html,Internet Explorer,Facebook
Saudi Arabia,198.51.100.17,10:08:36,/boxing.html,Opera,Facebook
Belgium,192.0.2.3,11:35:03,/images/games.jpg,Google Chrome,Twitter
Cuba,192.0.2.5,19:20:06,/volleyball.html,Mozilla Firefox,Twitter
Iraq,192.0.2.9,04:26:49,/football.html,Internet Explorer,Twitter
Ireland,198.51.100.10,04:43:42,/rowing.html,Safari,Facebook
Portugal,198.51.100.16,20:44:41,/archery.html,Mozilla Firefox,Facebook
Bangladesh,203.0.113.3,06:07:53,/diving.html,Safari,Facebook
Chile,192.0.2.4,09:39:35,/fencing.html,Internet Explorer,Facebook
Hungary,203.0.113.8,02:58:38,/judo.html,Mozilla Firefox,Facebook
Poland,192.0.2.15,15:56:01,/index.html,Mozilla Firefox,Facebook
Greece,198.51.100.8,13:21:17,/trackandfield.html,Google Chrome,Facebook
Kenya,203.0.113.11,16:08:02,/fencing.html,Microsoft Edge,Facebook
Ireland,198.51.100.10,02:17:37,/Triathalon.html,Google Chrome,Twitter
New Zealand,198.51.100.14,16:24:35,/Triathalon.html,Microsoft Edge,Facebook
Angola,198.51.100.2,16:15:20,/diving.html,Google Chrome,Facebook
Belgium,192.0.2.3,01:14:08,/tennis.html,Safari,Twitter
Egypt,192.0.2.6,11:18:26,/fencing.html,Microsoft Edge,Facebook
Russia,192.0.2.16,18:03:06,/shooting.html,Safari,Facebook
Angola,198.51.100.2,15:53:53,/diving.html,Microsoft Edge,Twitter
Belgium,192.0.2.3,11:49:14,/index.html,Microsoft Edge,Google Search
South Korea,192.0.2.11,03:51:19,/sailing.html,Google Chrome,Facebook
Kenya,203.0.113.11,13:08:58,/boxing.html,Google Chrome,Facebook
Singapore,203.0.113.17,08:25:23,/searchsports.php,Safari,Twitter
Netherlands,192.0.2.13,20:43:33,/weightlifting.html,Google Chrome,Facebook
Afghanistan,198.51.100.1,05:07:46,/karate.html,Internet Explorer,Facebook
Kenya,203.0.113.11,07:22:49,/football.html,Microsoft Edge,Facebook
Italy,192.0.2.10,18:28:50,/sailing.html,Safari,Twitter
Morocco,198.51.100.13,11:40:56,/index.html,Mozilla Firefox,LinkedIn
Romania,203.0.113.16,15:23:44,/Triathalon.html,Safari,Facebook
Germany,192.0.2.7,05:07:20,/handball.html,Safari,Facebook
Argentina,203.0.113.2,11:37:00,/diving.html,Google Chrome,Twitter
Egypt,192.0.2.6,17:09:07,/basketball.html,Mozilla Firefox,LinkedIn
France,203.0.113.7,04:38:05,/football.html,Microsoft Edge,Twitter
Iraq,192.0.2.9,22:26:56,/volleyball.html,Google Chrome,Twitter
Pakistan,198.51.100.15,11:54:02,/images/games.jpg,Opera,Facebook
South Korea,192.0.2.11,19:51:39,/searchsports.php,Google Chrome,Twitter
Lebanon,198.51.100.12,00:48:35,/images/games.jpg,Mozilla Firefox,Facebook
Philippines,203.0.113.15,08:41:32,/index.html,Google Chrome,Google Search
Poland,192.0.2.15,18:18:59,/karate.html,Mozilla Firefox,Twitter
Hungary,203.0.113.8,20:37:15,/searchsports.php,Mozilla Firefox,Facebook
Czech Republic,198.51.100.6,20:33:49,/football.html,Safari,Twitter
Czech Republic,198.51.100.6,09:38:06,/archery.html,Internet Explorer,Twitter
Israel,203.0.113.10,16:57:57,/volleyball.html,Google Chrome,Google Search
Nigeria,203.0.113.14,09:31:57,/rowing.html,Opera,Facebook
Austria,198.51.100.3,07:23:00,/olympics.html,Opera,Facebook
Australia,192.0.2.2,05:21:52,/football.html,Microsoft Edge,Facebook
Iraq,192.0.2.9,11:44:16,/images/games.jpg,Internet Explorer,LinkedIn
Portugal,198.51.100.16,06:08:14,/football.html,Mozilla Firefox,Facebook
Nepal,203.0.113.13,07:50:02,/index.html,Google Chrome,Google Search
Canada,203.0.113.4,11:01:29,/basketball.html,Google Chrome,Twitter
Kenya,203.0.113.11,13:59:04,/images/games.jpg,Opera,Facebook
Afghanistan,198.51.100.1,23:13:18,/shooting.html,Opera,Facebook
Chile,192.0.2.4,18:35:09,/shooting.html,Mozilla Firefox,Twitter
Chile,192.0.2.4,02:34:57,/weightlifting.html,Safari,LinkedIn
Hungary,203.0.113.8,10:25:41,/rowing.html,Opera,Google Search
Kenya,203.0.113.11,04:52:56,/diving.html,Safari,Facebook
New Zealand,198.51.100.14,12:10:38,/olympics.html,Google Chrome,Twitter
Greece,198.51.100.8,14:51:48,/tabletennis.html,Mozilla Firefox,Facebook
Philippines,203.0.113.15,04:30:40,/tabletennis.html,Microsoft Edge,Twitter
New Zealand,198.51.100.14,15:17:02,/olympics.html,Mozilla Firefox,Twitter
South Africa,192.0.2.17,16:51:07,/judo.html,Opera,LinkedIn
India,192.0.2.8,12:17:20,/index.html,Google Chrome,Twitter
Australia,192.0.2.2,15:50:54,/judo.html,Internet Explorer,Facebook
Norway,192.0.2.14,23:19:09,/images/games.jpg,Microsoft Edge,LinkedIn
Colombia,203.0.113.5,19:27:27,/fencing.html,Safari,Google Search
Angola,198.51.100.2,16:21:35,/index.html,Mozilla Firefox,Facebook
Romania,203.0.113.16,15:42:21,/trackandfield.html,Internet Explorer,Facebook
Brazil,198.51.100.4,13:33:15,/index.html,Microsoft Edge,Facebook
Singapore,203.0.113.17,03:16:54,/shooting.html,Opera,Twitter
Japan,198.51.100.11,01:20:08,/gymnastics.html,Google Chrome,Twitter
South Korea,192.0.2.11,14:50:02,/karate.html,Google Chrome,Twitter
Albania,203.0.113.1,11:57:20,/weightlifting.html,Microsoft Edge,LinkedIn
South Korea,192.0.2.11,09:44:59,/trackandfield.html,Internet Explorer,Facebook
Nepal,203.0.113.13,02:52:56,/tabletennis.html,Safari,Facebook
Iran,203.0.113.9,20:51:07,/sailing.html,Mozilla Firefox,Twitter
Japan,198.51.100.11,10:41:52,/images/games.jpg,Opera,Facebook
Israel,203.0.113.10,18:37:57,/trackandfield.html,Mozilla Firefox,Twitter
Ireland,198.51.100.10,13:08:46,/karate.html,Microsoft Edge,Facebook
Germany,192.0.2.7,14:03:29,/images/games.jpg,Safari,Google Search
Belgium,192.0.2.3,07:30:25,/diving.html,Microsoft Edge,Facebook
Bangladesh,203.0.113.3,01:37:18,/archery.html,Microsoft Edge,Twitter
China,198.51.100.5,20:41:03,/basketball.html,Mozilla Firefox,Twitter
Netherlands,192.0.2.13,09:42:54,/boxing.html,Safari,Facebook
Afghanistan,198.51.100.1,23:08:27,/karate.html,Microsoft Edge,Facebook
Philippines,203.0.113.15,21:49:03,/rowing.html,Safari,Twitter
Germany,192.0.2.7,11:34:55,/index.html,Internet Explorer,Twitter
Ireland,198.51.100.10,06:33:20,/index.html,Opera,LinkedIn
Egypt,192.0.2.6,05:35:42,/images/games.jpg,Safari,Twitter
India,192.0.2.8,13:27:42,/sailing.html,Internet Explorer,Twitter
Denmark,203.0.113.6,20:17:02,/weightlifting.html,Safari,Twitter
Austria,198.51.100.3,15:06:57,/shooting.html,Mozilla Firefox,Facebook
Cuba,192.0.2.5,21:30:55,/index.html,Microsoft Edge,Facebook
Czech Republic,198.51.100.6,18:49:18,/olympics.html,Opera,Twitter
Israel,203.0.113.10,06:39:49,/images/games.jpg,Opera,Twitter
Mexico,192.0.2.12,19:14:47,/index.html,Mozilla Firefox,Twitter
Indonesia,198.51.100.9,08:06:07,/fencing.html,Opera,LinkedIn
Italy,192.0.2.10,23:44:24,/diving.html,Internet Explorer,Facebook
Iraq,192.0.2.9,08:30:12,/trackandfield.html,Opera,Facebook
Australia,192.0.2.2,02:47:05,/swimming.html,Opera,Twitter
Malaysia,203.0.113.12,05:54:38,/football.html,Safari,Twitter
Chile,192.0.2.4,07:50:35,/Triathalon.html,Microsoft Edge,Google Search
Nepal,203.0.113.13,17:22:58,/basketball.html,Microsoft Edge,Facebook
Colombia,203.0.113.5,07:28:33,/fencing.html,Mozilla Firefox,Facebook
Philippines,203.0.113.15,19:29:51,/karate.html,Mozilla Firefox,Facebook
Romania,203.0.113.16,14:27:02,/weightlifting.html,Safari,Twitter
South Africa,192.0.2.17,03:05:42,/karate.html,Opera,Google Search
Saudi Arabia,198.51.100.17,20:15:48,/swimming.html,Google Chrome,LinkedIn
Finland,198.51.100.7,03:38:53,/diving.html,Internet Explorer,Facebook
Chile,192.0.2.4,22:34:38,/football.html,Opera,Twitter
Italy,192.0.2.10,02:18:17,/sailing.html,Mozilla Firefox,Twitter
Netherlands,192.0.2.13,20:58:02,/handball.html,Mozilla Firefox,Facebook
Albania,203.0.113.1,21:31:14,/images/games.jpg,Google Chrome,Twitter
Hungary,203.0.113.8,22:37:53,/index.html,Mozilla Firefox,Facebook
Afghanistan,198.51.100.1,02:03:53,/karate.html,Google Chrome,Twitter
Singapore,203.0.113.17,06:21:31,/rowing.html,Internet Explorer,Twitter
Austria,198.51.100.3,00:40:45,/swimming.html,Internet Explorer,Twitter
Greece,198.51.100.8,16:40:06,/boxing.html,Internet Explorer,Twitter
Malaysia,203.0.113.12,15:48:31,/archery.html,Internet Explorer,Facebook
Brazil,198.51.100.4,15:41:09,/equestrian.html,Microsoft Edge,Google Search
Japan,198.51.100.11,16:10:08,/olympics.html,Opera,Facebook
Lebanon,198.51.100.12,21:24:22,/weightlifting.html,Microsoft Edge,Facebook
Iraq,192.0.2.9,18:00:16,/judo.html,Opera,Twitter
Afghanistan,198.51.100.1,02:19:37,/tabletennis.html,Internet Explorer,Twitter
Austria,198.51.100.3,11:01:51,/tabletennis.html,Safari,Google Search
Hungary,203.0.113.8,21:49:56,/shooting.html,Mozilla Firefox,Twitter
Kenya,203.0.113.11,18:50:07,/basketball.html,Internet Explorer,Twitter
Colombia,203.0.113.5,03:41:20,/index.html,Mozilla Firefox,Twitter
Finland,198.51.100.7,14:27:02,/judo.html,Mozilla Firefox,Facebook
Ireland,198.51.100.10,08:25:17,/index.html,Microsoft Edge,Facebook
Iraq,192.0.2.9,18:34:47,/karate.html,Mozilla Firefox,Facebook
Chile,192.0.2.4,20:51:01,/Triathalon.html,Microsoft Edge,Facebook
Ireland,198.51.100.10,20:48:22,/football.html,Internet Explorer,Facebook
Denmark,203.0.113.6,10:36:45,/swimming.html,Microsoft Edge,Twitter
Philippines,203.0.113.15,22:55:29,/tabletennis.html,Microsoft Edge,Facebook
Australia,192.0.2.2,07:36:07,/tennis.html,Microsoft Edge,Twitter
Portugal,198.51.100.16,16:12:20,/boxing.html,Internet Explorer,Twitter
France,203.0.113.7,06:06:51,/football.html,Google Chrome,Facebook
South Korea,192.0.2.11,02:37:19,/rowing.html,Google Chrome,Facebook
Morocco,198.51.100.13,06:23:26,/archery.html,Opera,Facebook
Denmark,203.0.113.6,08:20:08,/weightlifting.html,Internet Explorer,Twitter
Argentina,203.0.113.2,14:28:56,/shooting.html,Microsoft Edge,Twitter
Singapore,203.0.113.17,10:28:31,/index.html,Google Chrome,Facebook
Angola,198.51.100.2,09:31:58,/tennis.html,Internet Explorer,Facebook
Afghanistan,198.51.100.1,11:24:54,/searchsports.php,Microsoft Edge,Twitter
Canada,203.0.113.4,01:36:00,/weightlifting.html,Google Chrome,Facebook
Poland,192.0.2.15,20:08:58,/swimming.html,Mozilla Firefox,Facebook
Egypt,192.0.2.6,15:13:13,/diving.html,Safari,Twitter
Israel,203.0.113.10,13:25:02,/index.html,Opera,Facebook
Poland,192.0.2.15,01:36:04,/equestrian.html,Internet Explorer,Facebook
Bangladesh,203.0.113.3,11:35:37,/index.html,Opera,Facebook
Malaysia,203.0.113.12,06:58:48,/equestrian.html,Google Chrome,Facebook
Saudi Arabia,198.51.100.17,07:49:13,/boxing.html,Internet Explorer,Facebook
Egypt,192.0.2.6,06:19:04,/index.html,Internet Explorer,Facebook
Poland,192.0.2.15,12:19:37,/shooting.html,Mozilla Firefox,Facebook
Austria,198.51.100.3,14:48:20,/equestrian.html,Opera,Twitter
Mexico,192.0.2.12,17:51:39,/gymnastics.html,Google Chrome,Twitter
Japan,198.51.100.11,09:35:13,/sailing.html,Google Chrome,Facebook
Romania,203.0.113.16,13:32:57,/images/games.jpg,Opera,Facebook
Nepal,203.0.113.13,18:41:16,/images/games.jpg,Internet Explorer,Facebook
Malaysia,203.0.113.12,14:43:09,/diving.html,Microsoft Edge,Facebook
Angola,198.51.100.2,05:50:51,/tabletennis.html,Mozilla Firefox,Twitter
Mexico,192.0.2.12,11:48:47,/rowing.html,Safari,LinkedIn
New Zealand,198.51.100.14,02:14:16,/karate.html,Google Chrome,Twitter
